SurveyYear,Province,HouseholdID,PersonNumber,ProvinceCode,Age,SexCode,EducationLevelCode,WageWorkCode,BusinessWorkCode,VolunteerWorkCode,RetiredCode,SalaryAmountRaw,SalaryPeriodCode,SalaryCategoryCode,TransportToWorkCode,MinutesToWork,SectorCode,LookingForWorkCode,CouldStartWorkCode,EmploymentStatus1Code,EmploymentStatus2Code,LabSalaryRaw,GeoTypeCode,PersonWeight
2024,Western Cape,160100330000008601,01,1,49,1,12,1,2,2,8,2,8,11,10,1,1,8,8,1,1,13352,1,1262.55867254
2024,Western Cape,160100330000008601,02,1,23,1,12,1,2,2,8,2,8,8,10,2,1,8,8,1,1,5257,1,1262.55867254
2024,Western Cape,160100330000013601,01,1,45,1,11,2,2,2,2,8,8,88,88,8,8,2,1,9,3,888888888,1,1170.08823893
2024,Western Cape,160100330000013601,02,1,44,2,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1170.08823893
2024,Western Cape,160100330000013601,03,1,66,2,12,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1170.08823893
2024,Western Cape,160100330000013601,04,1,11,2,4,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1170.08823893
2024,Western Cape,160100630000003601,01,1,43,1,12,1,2,2,8,2,8,13,10,3,1,8,8,1,1,33427,1,1266.93184878
2024,Western Cape,160100630000003601,02,1,36,2,12,1,2,2,8,2,8,11,10,3,1,8,8,1,1,13352,1,1266.93184878
2024,Western Cape,160100630000003601,03,1,17,1,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1266.93184878
2024,Western Cape,160100630000007201,01,1,39,1,12,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1435.4177784
2024,Western Cape,160100630000007201,02,1,30,2,9,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1435.4177784
2024,Western Cape,160100630000007201,03,1,1,2,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1435.4177784
2024,Western Cape,160100630000010801,01,1,31,2,12,1,2,2,8,2,8,7,9,1,1,8,8,1,1,3929,1,1046.79571797
2024,Western Cape,160100630000010801,02,1,12,2,5,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1046.79571797
2024,Western Cape,160100630000010801,03,1,4,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1046.79571797
2024,Western Cape,160100630000018001,01,1,52,2,24,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,516.626759321
2024,Western Cape,160100630000018001,02,1,52,2,12,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,516.626759321
2024,Western Cape,160100630000021601,01,1,55,2,9,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1054.4558401
2024,Western Cape,160100630000021601,02,1,25,1,9,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1054.4558401
2024,Western Cape,160100630000021601,03,1,16,2,7,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1054.4558401
2024,Western Cape,160100630000021601,04,1,13,2,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1054.4558401
2024,Western Cape,160100920000004701,01,1,56,1,12,1,2,2,8,2,8,20,10,1,1,8,8,1,1,999999999,3,1491.90893161
2024,Western Cape,160100920000004701,02,1,49,2,24,1,2,2,8,2,8,20,9,2,1,8,8,1,1,999999999,3,1491.90893161
2024,Western Cape,160100920000004701,03,1,17,2,11,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,3,1491.90893161
2024,Western Cape,160101410000005201,01,1,72,1,4,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,675.151441674
2024,Western Cape,160101410000008701,01,1,70,2,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,893.881354218
2024,Western Cape,160101410000022701,01,1,39,2,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,730.351128007
2024,Western Cape,160101410000022701,02,1,18,2,11,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,730.351128007
2024,Western Cape,161100010000007501,01,1,58,1,12,1,2,2,8,2,8,12,9,1,1,8,8,1,1,21583,3,885.32268258
2024,Western Cape,161100010000007501,02,1,61,2,12,1,2,2,8,2,8,11,9,1,1,8,8,1,1,13352,3,885.32268258
2024,Western Cape,161100010000047501,01,1,47,1,12,1,2,2,8,2,8,12,10,1,1,8,8,1,1,21583,3,1251.09686523
2024,Western Cape,161100010000047501,02,1,38,2,12,1,2,2,8,2,8,10,9,1,1,8,8,1,1,9475,3,1251.09686523
2024,Western Cape,161100010000047501,03,1,19,1,12,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,3,1251.09686523
2024,Western Cape,161100010000047501,04,1,13,1,6,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,3,1251.09686523
2024,Western Cape,161100010000047501,05,1,9,2,2,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,3,1251.09686523
2024,Western Cape,161100010000087501,01,1,41,2,6,1,2,2,8,2,8,4,10,1,1,8,8,1,1,1249,3,1316.17449031
2024,Western Cape,161100010000087501,02,1,42,1,8,1,2,2,8,2,8,6,10,1,1,8,8,1,1,2997,3,1316.17449031
2024,Western Cape,161100010000087501,03,1,15,1,7,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,3,1316.17449031
2024,Western Cape,161100270000011101,01,1,45,1,7,1,2,2,8,2,8,5,2,2,1,8,8,1,1,2008,1,809.674174309
2024,Western Cape,161100270000018301,01,1,35,1,5,1,2,2,8,2,8,5,2,2,1,8,8,1,1,2008,1,1299.08721861
2024,Western Cape,161100270000018301,02,1,39,2,8,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1299.08721861
2024,Western Cape,161100270000032701,01,1,54,2,9,1,2,2,8,2,8,6,10,2,1,8,8,1,1,2997,1,838.042728224
2024,Western Cape,161100270000032701,02,1,25,2,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,838.042728224
2024,Western Cape,161100270000039901,01,1,27,1,10,1,2,2,8,2,8,6,10,2,1,8,8,1,1,2997,1,905.086113716
2024,Western Cape,162100390000001901,01,1,57,2,7,1,2,2,8,2,8,5,2,1,1,8,8,1,1,2008,1,773.844359384
2024,Western Cape,162100390000001901,02,1,51,1,6,2,2,2,2,8,8,88,88,8,8,2,1,9,3,888888888,1,773.844359384
2024,Western Cape,162100390000001901,03,1,63,2,6,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,773.844359384
2024,Western Cape,162100390000001901,04,1,30,1,7,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,773.844359384
2024,Western Cape,162100390000004901,01,1,45,2,10,2,2,2,2,8,8,88,88,8,8,2,1,9,3,888888888,1,1856.27220289
2024,Western Cape,162100390000004901,02,1,36,2,10,2,2,2,2,8,8,88,88,8,8,2,1,9,3,888888888,1,1856.27220289
2024,Western Cape,162100390000004901,03,1,34,2,11,2,2,2,2,8,8,88,88,8,8,2,1,9,3,888888888,1,1856.27220289
2024,Western Cape,162100390000004901,04,1,31,1,9,1,2,2,8,2,8,8,2,1,1,8,8,1,1,5257,1,1856.27220289
2024,Western Cape,162100390000004901,05,1,18,1,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1856.27220289
2024,Western Cape,162100390000004901,06,1,17,1,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1856.27220289
2024,Western Cape,162100390000004901,07,1,13,2,6,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1856.27220289
2024,Western Cape,162100390000004901,08,1,7,2,1,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1856.27220289
2024,Western Cape,162100390000004901,09,1,4,2,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1856.27220289
2024,Western Cape,162100390000004901,10,1,2,2,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1856.27220289
2024,Western Cape,162100390000007901,01,1,61,2,9,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1118.43990504
2024,Western Cape,162100390000007901,02,1,38,2,12,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1118.43990504
2024,Western Cape,162100390000007901,03,1,30,1,12,1,2,2,8,2,8,12,9,3,1,8,8,1,1,21583,1,1118.43990504
2024,Western Cape,162100390000007901,04,1,26,2,11,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1118.43990504
2024,Western Cape,162100390000007901,05,1,17,2,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1118.43990504
2024,Western Cape,162100390000007901,06,1,13,1,6,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1118.43990504
2024,Western Cape,162100390000007901,07,1,4,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1118.43990504
2024,Western Cape,162100390000007901,08,1,0,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1118.43990504
2024,Western Cape,162100390000010901,01,1,59,2,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1786.57163464
2024,Western Cape,162100390000010901,02,1,28,2,10,2,2,2,2,8,8,88,88,8,8,2,1,9,3,888888888,1,1786.57163464
2024,Western Cape,162100390000010901,03,1,40,1,10,1,2,2,8,2,8,8,2,2,1,8,8,1,1,5257,1,1786.57163464
2024,Western Cape,162100390000010901,04,1,36,1,10,1,2,2,8,2,8,7,2,1,1,8,8,1,1,3929,1,1786.57163464
2024,Western Cape,162100390000010901,05,1,24,1,12,1,2,2,8,2,8,7,10,2,1,8,8,1,1,3929,1,1786.57163464
2024,Western Cape,162100390000010901,06,1,9,2,3,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1786.57163464
2024,Western Cape,162100390000013901,01,1,55,1,10,1,2,2,8,2,8,11,9,1,1,8,8,1,1,13352,1,817.944810717
2024,Western Cape,162100390000013901,02,1,63,2,7,2,2,2,2,8,8,88,88,8,8,2,2,,3,888888888,1,817.944810717
2024,Western Cape,162100390000013901,03,1,30,2,12,1,2,2,8,2,8,8,9,1,1,8,8,1,1,5257,1,817.944810717
2024,Western Cape,162100390000013901,04,1,15,1,7,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,817.944810717
2024,Western Cape,162100390000013901,05,1,5,2,0,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,817.944810717
2024,Western Cape,162100390000016901,01,1,32,1,3,1,2,2,8,2,8,8,10,1,1,8,8,1,1,5257,1,1011.38443569
2024,Western Cape,162100450000000401,01,1,59,1,12,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,623.147883134
2024,Western Cape,162100450000002201,01,1,48,2,24,2,1,2,8,2,8,11,1,8,1,8,8,1,1,13352,1,655.167880591
2024,Western Cape,162100450000002201,02,1,76,2,22,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,655.167880591
2024,Western Cape,162100450000004001,01,1,35,1,12,1,2,2,8,2,8,12,9,1,1,8,8,1,1,21583,1,945.782010973
2024,Western Cape,162100450000004001,02,1,37,2,12,1,2,2,8,2,8,11,9,1,1,8,8,1,1,13352,1,945.782010973
2024,Western Cape,162100450000004001,03,1,2,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,945.782010973
2024,Western Cape,162100450000009401,01,1,38,2,12,1,2,2,8,2,8,8,2,1,1,8,8,1,1,5257,1,1407.65141455
2024,Western Cape,162100450000009401,02,1,46,1,12,2,2,2,2,8,8,88,88,8,8,2,1,9,3,888888888,1,1407.65141455
2024,Western Cape,162100450000009401,03,1,27,1,12,1,2,2,8,2,8,6,2,1,1,8,8,1,1,2997,1,1407.65141455
2024,Western Cape,162100450000009401,04,1,17,2,5,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1407.65141455
2024,Western Cape,162100450000009401,05,1,5,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1407.65141455
2024,Western Cape,162100450000011201,01,1,59,1,23,1,2,2,8,2,8,12,9,1,1,8,8,1,1,21583,1,840.384199807
2024,Western Cape,162100450000011201,02,1,54,2,22,2,1,2,8,2,8,11,9,1,1,8,8,1,1,13352,1,840.384199807
2024,Western Cape,162100450000011201,03,1,29,1,12,1,2,2,8,2,8,11,10,2,1,8,8,1,1,13352,1,840.384199807
2024,Western Cape,162100450000011201,04,1,23,2,11,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,840.384199807
2024,Western Cape,162100450000013001,01,1,69,1,8,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,694.388699375
2024,Western Cape,162100450000013001,02,1,71,2,22,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,694.388699375
2024,Western Cape,162100450000014801,01,1,31,1,14,1,2,2,8,2,8,13,1,8,1,8,8,1,1,33427,1,711.558865387
2024,Western Cape,162100580000003101,01,1,72,1,16,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1398.56485076
2024,Western Cape,162100580000003101,02,1,66,2,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1398.56485076
2024,Western Cape,162100580000003101,03,1,62,2,15,1,2,2,8,2,8,20,10,1,1,8,8,1,1,10000,1,1398.56485076
2024,Western Cape,162100580000003101,04,1,61,1,12,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1398.56485076
2024,Western Cape,162100580000003101,05,1,60,2,12,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1398.56485076
2024,Western Cape,162100580000012401,01,1,80,1,24,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1163.71923429
2024,Western Cape,162100580000012401,02,1,70,2,24,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1163.71923429
2024,Western Cape,162100580000018601,01,1,58,1,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,816.636245067
2024,Western Cape,162100580000021701,01,1,62,1,22,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,992.572579039
2024,Western Cape,162100580000021701,02,1,64,2,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,992.572579039
2024,Western Cape,162100580000024801,01,1,55,1,15,2,1,2,8,2,8,20,9,1,2,8,8,1,1,3500,1,1401.2051882
2024,Western Cape,162100580000024801,02,1,54,2,22,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1401.2051882
2024,Western Cape,162100750000001001,01,1,23,1,14,1,2,2,8,2,8,19,10,1,1,8,8,1,1,3200,1,1402.7069635
2024,Western Cape,162100750000001001,02,1,28,2,10,2,2,2,2,8,8,88,88,8,8,1,8,9,3,888888888,1,1402.7069635
2024,Western Cape,162100750000001001,03,1,9,2,3,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1402.7069635
2024,Western Cape,162100750000001001,04,1,4,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1402.7069635
2024,Western Cape,162100750000001001,05,1,3,2,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1402.7069635
2024,Western Cape,162100750000005201,01,1,23,2,12,1,2,2,8,1,2,88,2,1,1,8,8,1,1,40000,1,828.481561596
2024,Western Cape,162100850000001001,01,1,33,1,17,1,2,2,8,1,2,88,9,1,1,8,8,1,1,8500,1,1518.42134858
2024,Western Cape,162100850000001001,02,1,30,2,12,1,2,2,8,1,2,88,2,2,1,8,8,1,1,5200,1,1518.42134858
2024,Western Cape,162100850000001001,03,1,9,1,3,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1518.42134858
2024,Western Cape,162100850000001001,04,1,5,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1518.42134858
2024,Western Cape,162100850000002901,01,1,49,1,11,1,2,2,8,2,8,8,2,2,1,8,8,1,1,5257,1,1300.70609223
2024,Western Cape,162100850000002901,02,1,50,2,11,1,2,2,8,1,2,88,2,2,1,8,8,1,1,8000,1,1300.70609223
2024,Western Cape,162100850000002901,03,1,28,2,12,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1300.70609223
2024,Western Cape,162100850000002901,04,1,22,1,12,1,2,2,8,2,8,8,2,2,1,8,8,1,1,5257,1,1300.70609223
2024,Western Cape,162100850000002901,05,1,15,1,7,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1300.70609223
2024,Western Cape,162100850000004801,01,1,36,2,11,1,2,2,8,1,1,88,6,2,1,8,8,1,1,6000,1,931.616906954
2024,Western Cape,162100850000006701,01,1,40,1,11,1,2,2,8,2,8,20,10,1,1,8,8,1,1,4000,1,1517.34212848
2024,Western Cape,162100850000006701,02,1,38,2,10,1,2,2,8,3,8,88,10,1,1,8,8,1,1,4800,1,1517.34212848
2024,Western Cape,162100850000006701,03,1,15,2,9,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1517.34212848
2024,Western Cape,162100850000006701,04,1,7,2,1,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1517.34212848
2024,Western Cape,162100850000006701,05,1,2,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1517.34212848
2024,Western Cape,162100850000008601,01,1,56,1,8,1,2,2,8,3,8,88,10,2,1,8,8,1,1,960,1,1099.42315588
2024,Western Cape,162100850000008601,02,1,28,1,11,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1099.42315588
2024,Western Cape,162100850000008601,03,1,13,2,5,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1099.42315588
2024,Western Cape,162100850000010501,01,1,36,1,10,1,2,2,8,1,1,88,11,2,1,8,8,1,1,2400,1,1025.71020502
2024,Western Cape,162100850000010501,02,1,36,2,10,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1025.71020502
2024,Western Cape,162100850000014301,01,1,27,1,21,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1258.2818594
2024,Western Cape,162100850000014301,02,1,25,2,12,1,2,2,8,1,1,88,2,2,1,8,8,1,1,3600,1,1258.2818594
2024,Western Cape,162100940000024301,01,1,62,1,7,1,2,2,8,1,2,88,10,1,1,8,8,1,1,21000,3,1865.7800593
2024,Western Cape,162100940000024301,02,1,62,2,5,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,3,1865.7800593
2024,Western Cape,162100940000024301,03,1,27,2,11,1,2,2,8,1,2,88,10,1,1,8,8,1,1,2400,3,1865.7800593
2024,Western Cape,162100940000024301,04,1,22,2,12,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,3,1865.7800593
2024,Western Cape,162100940000024301,05,1,6,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,3,1865.7800593
2024,Western Cape,162100940000024301,06,1,3,2,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,3,1865.7800593
2024,Western Cape,163100220000001101,01,1,43,2,10,2,2,2,2,8,8,88,88,8,8,2,1,9,3,888888888,1,847.505688688
2024,Western Cape,163100220000001101,02,1,11,2,4,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,847.505688688
2024,Western Cape,163100220000001101,03,1,1,2,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,847.505688688
2024,Western Cape,163100220000003801,01,1,43,1,9,2,1,2,8,2,8,4,1,8,2,8,8,1,1,1249,1,1162.68261854
2024,Western Cape,163100220000003801,02,1,54,2,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1162.68261854
2024,Western Cape,163100220000003801,03,1,21,2,8,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1162.68261854
2024,Western Cape,163100220000003801,04,1,19,1,8,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1162.68261854
2024,Western Cape,163100220000003801,05,1,0,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1162.68261854
2024,Western Cape,163100220000006501,01,1,48,1,8,1,2,2,8,2,8,11,10,1,1,8,8,1,1,13352,1,1232.24787685
2024,Western Cape,163100220000006501,02,1,53,2,8,1,2,2,8,2,8,11,10,1,1,8,8,1,1,13352,1,1232.24787685
2024,Western Cape,163100220000006501,03,1,27,2,10,1,2,2,8,2,8,7,5,1,1,8,8,1,1,3929,1,1232.24787685
2024,Western Cape,163100220000006501,04,1,23,1,8,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1232.24787685
2024,Western Cape,163100220000006501,05,1,18,1,8,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1232.24787685
2024,Western Cape,163100220000009201,01,1,39,1,10,1,2,2,8,2,8,11,9,1,1,8,8,1,1,13352,1,840.116690001
2024,Western Cape,163100220000011901,01,1,47,1,10,2,2,2,1,2,8,11,10,1,1,8,8,1,1,13352,1,1081.48280721
2024,Western Cape,163100220000011901,02,1,47,2,12,1,2,2,8,2,8,9,5,1,1,8,8,1,1,6958,1,1081.48280721
2024,Western Cape,163100220000011901,03,1,12,2,5,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1081.48280721
2024,Western Cape,163100220000014601,01,1,43,1,11,1,2,2,8,2,8,8,5,1,1,8,8,1,1,5257,1,1784.94926376
2024,Western Cape,163100220000014601,02,1,34,2,11,1,2,2,8,2,8,6,5,1,2,8,8,1,1,2997,1,1784.94926376
2024,Western Cape,163100220000014601,03,1,43,2,24,1,2,2,8,2,8,9,5,1,1,8,8,1,1,6958,1,1784.94926376
2024,Western Cape,163100220000014601,04,1,28,2,11,1,2,2,8,2,8,7,2,1,1,8,8,1,1,3929,1,1784.94926376
2024,Western Cape,163100220000017301,01,1,44,2,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1345.04380056
2024,Western Cape,163100220000017301,02,1,41,1,8,1,2,2,8,2,8,8,2,1,1,8,8,1,1,5257,1,1345.04380056
2024,Western Cape,163100220000017301,03,1,24,2,12,1,2,2,8,2,8,7,2,2,1,8,8,1,1,3929,1,1345.04380056
2024,Western Cape,163100220000017301,04,1,20,1,9,1,2,2,8,2,8,7,2,2,1,8,8,1,1,3929,1,1345.04380056
2024,Western Cape,163100220000017301,05,1,17,1,6,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1345.04380056
2024,Western Cape,163100220000017301,06,1,11,1,3,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1345.04380056
2024,Western Cape,163100220000017301,07,1,1,1,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1345.04380056
2024,Western Cape,163100220000020001,01,1,57,1,6,1,2,2,8,1,1,88,2,1,2,8,8,1,1,800,1,623.147883134
2024,Western Cape,163100940000001701,01,1,31,1,12,2,1,2,8,2,8,8,1,8,2,8,8,1,1,5257,1,1067.62365739
2024,Western Cape,163100940000001701,02,1,31,2,11,1,2,2,8,2,8,9,10,2,1,8,8,1,1,6958,1,1067.62365739
2024,Western Cape,163100940000001701,03,1,2,2,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1067.62365739
2024,Western Cape,163100940000003401,01,1,38,2,10,2,2,2,2,8,8,88,88,8,8,1,8,2,2,888888888,1,1103.31376233
2024,Western Cape,163100940000003401,02,1,31,1,8,1,2,2,8,2,8,7,2,1,1,8,8,1,1,3929,1,1103.31376233
2024,Western Cape,163100940000003401,03,1,32,1,9,1,2,2,8,2,8,7,11,2,1,8,8,1,1,3929,1,1103.31376233
2024,Western Cape,163100940000003401,04,1,14,1,4,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1103.31376233
2024,Western Cape,163100940000003401,05,1,1,2,98,8,8,8,8,8,8,88,88,8,8,8,8,8,8,888888888,1,1103.31376233
2024,Western Cape,163100940000005101,01,1,64,2,3,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,485.173207733
2024,Western Cape,163100940000006801,01,1,73,1,5,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1164.25248258
2024,Western Cape,163100940000006801,02,1,53,1,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1164.25248258
2024,Western Cape,163100940000006801,03,1,29,1,9,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1164.25248258
2024,Western Cape,163100940000006801,04,1,23,2,12,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,1164.25248258
2024,Western Cape,163100940000006801,05,1,25,1,9,1,2,2,8,2,8,8,2,1,1,8,8,1,1,5257,1,1164.25248258
2024,Western Cape,163100940000008501,01,1,50,1,10,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,682.689877894
2024,Western Cape,163100940000008501,02,1,55,1,5,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,682.689877894
2024,Western Cape,163100940000008501,03,1,50,2,7,2,2,2,2,8,8,88,88,8,8,2,2,9,3,888888888,1,682.689877894
2024,Western Cape,163100940000010201,01,1,48,2,12,1,2,2,8,2,8,11,9,1,1,8,8,1,1,13352,1,1172.58930704
2024,Western Cape,163100940000010201,02,1,28,1,12,1,2,2,8,2,8,11,9,1,1,8,8,1,1,13352,1,1172.58930704
2024,Western Cape,163100940000010201,03,1,26,1,12,1,2,2,8,2,8,8,2,1,1,8,8,1,1,5257,1,1172.58930704
