SurveyYear,Province,HouseholdID,ProvinceCode,IncomeSalaryCode,IncomeBusinessCode,IncomeRemittanceCode,IncomePensionCode,IncomeGrantCode,IncomeAgricultureCode,NoIncomeCode,OtherIncomeCode,MainIncomeSourceCode,RequiredIncomeRaw,ComparativeIncomeCode,ExpenditureBandCode,TotalMonthlyHouseholdIncomeRaw,VehicleAssetCode,TotalVehicles,TVAssetCode,PayTVAssetCode,ComputerAssetCode,WashingMachineAssetCode,FreezerAssetCode,FridgeAssetCode,MicrowaveAssetCode,GeyserAssetCode,SolarPanelAssetCode,RadioAssetCode,HouseholdSize,SalaryEarnersInHousehold,SocialGrantRecipients,TotalGrantRecipients,HouseholdWeight
2024,Western Cape,160101410000005201,1,2,2,2,2,1,2,2,2,5,3000,4,7,1990,1,1,1,1,2,1,2,1,1,2,2,2,1,0,1,1990,727.726214736
2024,Western Cape,160101410000008701,1,2,2,1,2,1,2,2,2,5,3000,2,8,1000,2,88,1,1,2,1,2,1,1,2,2,2,1,0,0,0,898.748128134
2024,Western Cape,160101410000022701,1,2,2,1,2,2,2,2,2,3,2000,2,7,1500,2,88,1,1,2,1,2,1,1,2,2,2,2,0,0,0,1717.93847876
2024,Western Cape,161100010000007501,1,1,2,2,2,2,2,2,1,7,25000,2,11,34935,1,2,1,1,1,1,1,1,1,1,2,2,2,34935,0,0,1061.02007583
2024,Western Cape,161100010000047501,1,1,2,2,2,2,2,2,2,1,10000,2,9,31058,1,1,1,1,1,1,2,1,1,1,2,2,5,31058,0,0,1440.95760995
2024,Western Cape,161100010000087501,1,1,2,2,2,1,2,2,2,1,3000,2,8,4726,2,88,2,2,2,2,2,2,2,2,2,2,3,4246,1,480,1622.57763521
2024,Western Cape,161100270000011101,1,1,2,2,2,2,2,2,2,1,2000,3,7,2008,2,88,2,2,2,2,2,2,2,2,2,2,1,2008,0,0,1305.37027197
2024,Western Cape,161100270000018301,1,1,2,2,2,2,2,2,2,1,3000,2,8,2008,2,88,2,2,2,2,2,2,2,2,2,2,2,2008,0,0,1305.37027197
2024,Western Cape,161100270000032701,1,1,2,2,2,2,2,2,2,1,3000,3,8,2997,2,88,2,2,2,2,2,2,2,2,2,2,2,2997,0,0,897.105687807
2024,Western Cape,161100270000039901,1,1,2,2,2,2,2,2,2,1,3500,3,8,2997,2,88,2,2,2,2,2,2,2,2,2,2,1,2997,0,0,1652.73376276
2024,Western Cape,162100390000001901,1,1,2,2,2,1,2,2,2,1,2000,3,7,4348,2,88,1,1,2,1,1,2,1,2,2,2,4,2008,2,2340,945.444473524
2024,Western Cape,162100390000004901,1,1,2,2,2,1,2,2,2,1,5000,2,8,7177,2,88,1,1,2,1,2,1,1,2,2,2,10,5257,4,1920,1360.03462902
2024,Western Cape,162100390000007901,1,1,2,2,2,1,2,2,2,1,10000,2,9,24533,2,88,1,1,2,1,1,1,1,1,2,2,8,21583,3,2950,945.444473524
2024,Western Cape,162100390000010901,1,1,2,2,2,1,2,2,2,1,4000,2,8,13595,2,88,2,2,2,2,2,2,2,2,2,2,6,13115,1,480,945.444473524
2024,Western Cape,162100390000013901,1,1,2,2,2,1,2,2,2,1,10000,2,9,21079,1,2,1,1,2,1,1,1,1,2,2,2,5,18609,2,2470,835.786546714
2024,Western Cape,162100390000016901,1,1,2,2,2,2,2,2,2,1,1000,2,7,5257,2,88,2,2,2,2,2,2,2,2,2,2,1,5257,0,0,1744.55230514
2024,Western Cape,162100450000000401,1,2,2,1,2,2,2,2,1,7,2000,2,7,2000,2,88,1,2,2,1,2,1,1,2,2,2,1,0,0,0,791.797781097
2024,Western Cape,162100450000002201,1,2,1,2,1,2,2,2,2,4,20000,2,10,28352,2,88,1,1,2,1,1,1,1,1,2,2,2,13352,0,0,1288.45385907
2024,Western Cape,162100450000004001,1,1,2,2,2,2,2,2,2,1,12000,2,10,34935,1,2,1,1,2,1,1,1,1,1,2,2,3,34935,0,0,1144.23331926
2024,Western Cape,162100450000009401,1,1,2,2,2,1,2,2,2,1,5000,2,8,8734,2,88,1,1,2,1,2,1,1,2,2,2,5,8254,1,480,1288.45385907
2024,Western Cape,162100450000011201,1,1,1,2,2,2,2,2,2,1,10000,2,10,48287,1,2,1,1,1,1,1,1,1,1,2,2,4,48287,0,0,791.797781097
2024,Western Cape,162100450000013001,1,2,2,2,1,2,2,2,2,4,10000,2,9,20000,1,1,1,1,2,1,1,1,1,1,2,2,2,0,0,0,545.794661052
2024,Western Cape,162100450000014801,1,1,2,2,2,2,2,2,2,1,10000,2,9,33427,1,1,1,1,2,1,1,1,1,1,2,2,1,33427,0,0,999.091556421
2024,Western Cape,162100580000003101,1,1,2,2,2,1,2,2,2,1,6000,4,9,11990,1,1,1,1,2,1,1,1,1,1,2,2,5,10000,1,1990,815.420817369
2024,Western Cape,162100580000012401,1,2,2,2,2,2,2,1,2,8,10000,3,9,0,1,1,1,2,1,1,1,1,1,1,1,2,2,0,0,0,815.420817369
2024,Western Cape,162100580000018601,1,2,2,2,2,2,2,2,1,7,12000,4,9,9999999,1,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,1179.54637992
2024,Western Cape,162100580000021701,1,2,2,2,2,2,2,2,1,7,20000,2,10,9999999,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,1179.54637992
2024,Western Cape,162100580000024801,1,2,1,2,2,2,2,2,2,2,15000,4,10,3500,1,1,1,2,1,1,1,1,2,1,2,2,2,3500,0,0,1179.54637992
2024,Western Cape,162100750000001001,1,1,2,2,2,1,2,2,2,5,7000,4,8,4640,2,88,2,2,2,2,1,2,2,2,2,1,5,3200,3,1440,999.091556421
2024,Western Cape,162100750000005201,1,1,2,2,2,2,2,2,2,1,6000,4,8,40000,2,88,2,2,2,2,2,2,2,2,2,2,1,40000,0,0,1574.55942914
2024,Western Cape,162100850000001001,1,1,2,2,2,1,2,2,2,1,15000,4,10,14180,1,1,1,2,1,1,1,1,1,2,2,2,4,13700,1,480,1054.59664289
2024,Western Cape,162100850000002901,1,1,2,2,2,2,2,2,2,1,5000,3,9,18514,2,88,1,1,2,2,2,1,1,2,2,2,5,18514,0,0,1207.801837
2024,Western Cape,162100850000004801,1,1,2,2,2,2,2,2,2,1,10000,4,7,6000,2,88,1,1,2,2,2,1,2,2,2,1,1,6000,0,0,1409.67707097
2024,Western Cape,162100850000006701,1,1,2,2,2,1,2,2,2,1,7000,3,9,10240,2,88,1,1,2,1,1,1,1,2,2,2,5,8800,3,1440,1377.89084263
2024,Western Cape,162100850000008601,1,1,2,2,2,2,2,2,2,1,5000,3,8,960,1,1,1,1,2,2,2,1,2,2,2,2,3,960,0,0,985.352932922
2024,Western Cape,162100850000010501,1,1,2,2,2,2,2,2,2,1,1200,4,5,2400,2,88,2,2,2,2,2,2,2,2,2,1,2,2400,0,0,1377.89084263
2024,Western Cape,162100850000014301,1,1,2,2,2,2,2,2,2,1,5000,4,8,3600,2,88,1,1,2,2,2,1,2,2,2,2,2,3600,0,0,1744.55230514
2024,Western Cape,162100940000024301,1,1,2,2,2,1,2,2,2,1,8000,4,10,24230,1,1,1,1,1,1,1,1,1,1,2,1,6,23400,2,830,997.127962459
2024,Western Cape,163100220000001101,1,2,2,2,2,1,2,2,1,7,2000,2,8,480,2,88,1,1,2,1,2,1,1,2,2,2,3,0,1,480,1335.48354092
2024,Western Cape,163100220000003801,1,2,1,2,2,2,2,2,1,2,2000,3,6,1249,2,88,1,2,2,2,2,1,2,2,2,2,5,1249,0,0,1144.23331926
2024,Western Cape,163100220000006501,1,1,2,2,2,2,2,2,2,1,10000,2,10,30633,1,1,1,1,2,1,1,1,1,1,2,2,5,30633,0,0,1144.23331926
2024,Western Cape,163100220000009201,1,1,2,2,2,2,2,2,2,1,7000,2,9,13352,1,1,1,1,2,1,2,1,1,2,2,2,1,13352,0,0,1144.23331926
2024,Western Cape,163100220000011901,1,1,2,2,2,2,2,2,2,1,5800,2,9,20310,1,1,1,1,2,1,2,1,1,1,2,2,3,20310,0,0,1144.23331926
2024,Western Cape,163100220000014601,1,1,2,2,2,2,2,2,2,1,7000,2,9,19141,2,88,1,1,2,1,1,1,1,2,2,2,4,19141,0,0,1305.37027197
2024,Western Cape,163100220000017301,1,1,2,2,2,1,2,2,2,1,5000,2,9,15105,2,88,1,1,2,1,2,1,2,2,2,2,7,13115,1,1990,1288.45385907
2024,Western Cape,163100220000020001,1,1,2,2,2,2,2,2,2,1,800,3,4,800,2,88,1,2,2,2,2,2,2,2,2,2,1,800,0,0,791.797781097
2024,Western Cape,163100940000001701,1,1,1,2,2,2,2,2,2,1,5000,2,9,12215,1,1,1,1,2,1,2,1,1,2,2,2,3,12215,0,0,999.091556421
2024,Western Cape,163100940000003401,1,1,2,2,2,1,2,2,2,1,4000,3,9,8818,2,88,1,2,2,1,2,1,1,2,2,2,5,7858,2,960,1288.45385907
2024,Western Cape,163100940000005101,1,2,2,2,2,1,2,2,2,5,2000,3,7,1990,2,88,1,1,2,1,2,1,1,1,2,2,1,0,1,1990,895.684238075
2024,Western Cape,163100940000006801,1,1,2,2,1,1,2,2,2,4,7000,2,8,12247,2,88,1,1,2,1,2,1,1,2,2,2,5,5257,1,1990,545.794661052
2024,Western Cape,163100940000008501,1,2,2,2,2,1,2,2,2,5,4000,3,8,3980,2,88,2,2,2,2,2,2,2,2,2,2,3,0,2,3980,791.797781097
2024,Western Cape,163100940000010201,1,1,2,2,2,2,2,2,2,1,10000,2,10,31961,1,2,1,1,2,1,2,1,1,1,2,2,3,31961,0,0,1288.45385907
2024,Western Cape,163100940000011901,1,1,2,2,2,2,2,2,2,1,10000,2,9,43166,1,1,1,2,2,1,1,1,1,1,1,2,2,43166,0,0,1144.23331926
2024,Western Cape,163101070000001201,1,2,2,2,2,1,2,2,2,5,8000,3,8,4020,2,88,1,1,1,1,2,1,1,1,2,1,2,0,2,4020,694.197382732
2024,Western Cape,163101070000003301,1,1,1,2,2,1,2,2,2,1,15000,4,10,39700,1,3,1,1,2,1,1,1,1,1,2,1,6,39000,2,700,893.49412743
2024,Western Cape,163101070000005401,1,1,2,2,2,2,2,2,2,1,29000,4,10,24500,1,1,1,1,1,1,1,1,1,1,2,2,2,24500,0,0,2152.88411767
2024,Western Cape,163101070000011701,1,1,2,2,2,2,2,2,2,1,35000,4,10,30000,1,2,2,2,1,1,1,1,1,1,2,2,4,30000,0,0,1138.58547098
2024,Western Cape,163101550000002501,1,1,2,2,2,1,2,2,2,1,5000,2,9,13404,1,1,1,1,2,1,2,1,1,2,2,2,5,13404,0,0,1305.37027197
2024,Western Cape,163101550000005001,1,1,2,2,2,2,2,2,2,1,2000,3,7,2008,1,1,1,1,2,2,2,1,2,2,2,2,1,2008,0,0,1305.37027197
2024,Western Cape,163101550000007501,1,1,2,2,2,1,2,2,2,1,5000,3,9,4437,2,88,1,1,2,1,2,1,1,2,2,2,3,2997,2,1440,1335.48354092
2024,Western Cape,163101550000010001,1,1,2,2,2,1,2,2,2,1,5000,2,8,5737,2,88,1,1,2,2,2,1,1,2,2,2,3,5257,1,480,1335.48354092
2024,Western Cape,163101550000012501,1,1,2,2,2,1,2,2,2,1,5000,3,9,7177,2,88,1,1,2,2,2,2,2,2,2,2,6,5257,3,1920,999.091556421
2024,Western Cape,163101550000015001,1,2,2,2,2,2,2,2,1,7,2000,3,7,9999999,2,88,1,1,2,1,2,1,1,1,2,2,1,0,0,0,1574.55942914
2024,Western Cape,163101550000017501,1,1,2,2,2,1,2,2,2,1,5000,2,9,4437,2,88,1,1,2,1,1,1,1,2,2,2,6,2997,3,1440,999.091556421
2024,Western Cape,163101550000022501,1,1,2,2,2,2,2,2,2,1,2000,2,7,5257,2,88,2,2,2,2,2,1,2,2,2,2,2,5257,0,0,1652.73376276
2024,Western Cape,163101550000025001,1,2,2,1,2,1,2,2,2,5,2000,3,7,1830,2,88,1,1,2,2,2,2,2,2,2,2,3,0,2,830,1305.37027197
2024,Western Cape,163102320000001701,1,1,2,2,2,2,2,2,2,1,20000,2,10,22200,1,1,1,2,2,1,1,1,1,1,2,1,3,22200,0,0,943.720726544
2024,Western Cape,163102320000004901,1,2,1,2,2,2,2,2,2,2,40000,3,11,9999999,1,2,1,1,1,1,1,1,1,1,2,2,4,0,0,0,943.720726544
2024,Western Cape,163102320000006501,1,2,2,2,1,2,2,2,2,4,30000,3,11,30000,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,893.49412743
2024,Western Cape,163102320000008101,1,2,2,2,1,1,2,2,2,4,21000,2,11,28990,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1990,694.197382732
2024,Western Cape,163102350000002401,1,1,2,2,2,1,2,2,2,1,5000,3,8,5737,2,88,1,1,2,2,2,1,1,2,2,2,3,5257,1,480,1652.73376276
2024,Western Cape,163102350000005301,1,1,2,2,2,1,2,2,2,1,10000,2,10,22413,1,1,1,1,1,1,1,1,1,1,2,2,4,21583,2,830,791.797781097
2024,Western Cape,163102350000008201,1,2,2,1,2,1,2,2,2,5,4000,2,8,3490,1,1,1,1,2,1,1,1,1,1,2,2,2,0,1,1990,674.061096101
2024,Western Cape,163102350000011101,1,1,2,2,2,1,2,2,2,5,3000,3,8,5727,2,88,1,1,2,1,1,1,1,2,2,2,3,3257,2,2470,895.684238075
2024,Western Cape,163102850000000401,1,1,2,2,1,2,2,2,2,4,10000,2,10,24732,1,2,1,1,2,1,1,1,1,1,2,2,4,14732,0,0,791.797781097
2024,Western Cape,163102850000001101,1,1,2,2,2,2,2,2,2,1,20000,2,11,60267,1,2,1,1,1,1,1,1,1,1,1,2,3,60267,0,0,842.533128517
2024,Western Cape,163102850000001801,1,1,2,2,2,2,2,2,2,1,10000,2,9,16433,2,88,1,1,2,1,1,1,1,2,2,2,3,16433,0,0,674.061096101
2024,Western Cape,163102850000003201,1,1,2,2,1,2,2,2,1,1,20000,2,10,36583,1,2,1,1,1,1,1,1,1,1,2,2,2,21583,0,0,582.443440978
2024,Western Cape,164100490000002001,1,1,1,2,2,2,2,2,2,1,7000,2,9,21583,1,1,1,1,2,1,1,1,1,2,2,2,4,21583,0,0,1144.23331926
2024,Western Cape,164100490000004401,1,1,2,2,2,1,2,2,2,5,5000,3,9,7747,2,88,1,1,2,1,1,1,1,2,2,2,5,5257,2,2490,674.061096101
2024,Western Cape,164100490000006801,1,1,2,2,2,1,2,2,2,5,6000,2,9,15394,1,1,1,1,2,1,1,1,1,1,2,2,3,13404,1,1990,791.797781097
2024,Western Cape,164100490000009201,1,2,2,1,2,1,2,2,2,3,6000,3,9,4480,2,88,2,2,2,1,2,1,1,2,2,2,3,0,1,480,895.684238075
2024,Western Cape,164100490000011601,1,2,2,1,2,1,2,2,1,3,4000,3,8,3960,2,88,1,1,2,1,2,1,1,2,2,2,3,0,2,960,1633.43597051
2024,Western Cape,164100490000014001,1,2,2,2,1,2,2,2,2,4,4000,2,7,6000,1,1,1,1,2,1,2,1,1,2,2,2,1,0,0,0,895.684238075
2024,Western Cape,164100570000000101,1,1,2,2,2,2,2,2,2,1,15000,2,11,33427,2,88,1,1,2,1,1,1,1,1,2,2,3,33427,0,0,1144.23331926
2024,Western Cape,164100570000001901,1,1,2,2,2,2,2,2,2,1,10000,2,10,26704,1,1,1,1,2,1,2,1,1,2,2,2,2,26704,0,0,791.797781097
2024,Western Cape,164100570000003701,1,1,1,2,1,1,2,2,2,1,3000,2,9,22695,2,88,1,1,2,2,2,1,1,2,2,2,5,10215,1,480,791.797781097
2024,Western Cape,164100570000005501,1,1,2,2,2,1,2,2,2,1,8000,2,13,28858,1,1,1,1,2,1,2,1,1,2,2,2,6,25908,3,2950,791.797781097
2024,Western Cape,164100570000007301,1,1,2,2,2,2,2,2,2,1,20000,2,10,43166,1,1,1,1,2,1,2,1,1,1,2,2,4,43166,0,0,1144.23331926
2024,Western Cape,164100570000009101,1,1,2,2,2,2,2,2,2,1,7000,2,10,18609,1,1,1,1,2,1,1,1,1,1,2,2,6,18609,0,0,1288.45385907
2024,Western Cape,164100570000010901,1,1,2,2,2,1,2,2,2,5,3000,3,8,7196,2,88,1,1,2,1,2,1,1,2,2,2,8,4246,3,2950,674.061096101
2024,Western Cape,164100570000012701,1,1,2,2,1,1,2,2,2,4,10000,2,10,35573,1,1,1,1,1,1,1,1,1,1,2,2,3,21583,1,1990,545.794661052
2024,Western Cape,164100590000001201,1,1,1,2,2,2,2,2,2,2,20000,2,10,9999999,1,2,1,1,1,1,1,1,1,1,1,1,2,9999999,0,0,1067.29048996
2024,Western Cape,164100590000004601,1,1,2,2,2,1,2,2,2,1,3000,3,7,4500,2,88,1,1,2,1,2,1,1,2,2,1,7,0,3,4500,691.392933403
2024,Western Cape,164100590000008001,1,1,2,2,2,1,2,2,2,1,5000,4,8,1990,2,88,1,2,2,1,2,1,1,1,2,2,2,0,1,1990,853.876213496
2024,Western Cape,164100590000011401,1,1,1,2,2,2,2,2,2,2,20000,2,11,9999999,1,2,1,1,1,1,1,1,1,1,2,2,2,9999999,0,0,1067.29048996
2024,Western Cape,164101180000000301,1,2,2,2,1,1,2,2,2,4,12000,4,10,19990,1,1,1,1,1,1,1,1,1,1,2,1,2,0,1,1990,694.197382732
2024,Western Cape,164101180000003901,1,1,2,2,1,2,2,2,2,1,30000,3,11,67961,1,2,1,1,1,1,1,1,1,1,1,1,2,27961,0,0,694.197382732
2024,Western Cape,164101180000005101,1,1,2,2,2,2,2,2,2,1,25000,4,11,8000,1,1,1,1,1,1,2,1,1,1,2,2,3,8000,0,0,1688.65551373
2024,Western Cape,164101180000006301,1,1,2,2,2,2,2,2,2,1,10000,4,10,69870,1,2,1,1,1,1,2,1,1,1,2,2,4,69870,0,0,1969.84526177
2024,Western Cape,164101180000007501,1,1,2,2,1,2,2,2,2,1,18000,2,10,15997,1,1,1,1,1,1,1,1,1,1,2,1,2,2997,0,0,1067.53997054
2024,Western Cape,164101280000002701,1,1,1,2,2,2,2,2,2,2,35000,3,11,60000,1,2,1,1,1,1,1,1,1,1,2,2,2,60000,0,0,1004.19071026
2024,Western Cape,164101280000015101,1,2,1,2,2,2,2,2,2,2,10000,2,10,15000,1,1,1,1,1,1,1,1,1,1,2,2,1,15000,0,0,1004.19071026
2024,Western Cape,164101280000021301,1,1,2,2,2,2,2,2,2,1,19000,2,10,10000,1,1,2,2,1,1,1,1,1,1,2,1,1,10000,0,0,1004.19071026
2024,Western Cape,164101280000024401,1,1,2,2,1,2,2,2,2,4,10000,3,9,10000,1,1,1,1,1,1,1,1,1,1,2,2,1,9999999,0,0,893.49412743
2024,Western Cape,164101600000000801,1,1,2,2,2,1,2,2,2,1,25000,4,11,4079,1,2,1,1,1,1,1,1,1,2,2,1,7,1609,2,2470,895.684238075
2024,Western Cape,164101600000002501,1,1,1,2,2,2,2,2,2,1,30000,4,11,79737,1,2,1,1,1,1,1,1,1,1,2,2,5,79737,0,0,999.091556421
2024,Western Cape,164101600000004201,1,1,1,2,2,2,2,2,2,2,17000,3,6,33427,1,2,1,1,1,1,1,1,1,1,2,2,4,33427,0,0,1144.23331926
2024,Western Cape,164101600000005901,1,2,2,1,2,2,2,2,2,3,3000,5,8,300,2,88,1,2,2,1,2,1,1,1,2,2,3,0,0,0,895.684238075
2024,Western Cape,164101600000007601,1,1,2,2,2,1,2,2,2,1,40000,4,10,63980,2,88,1,1,2,1,1,1,1,2,2,2,5,63500,1,480,791.797781097
2024,Western Cape,164101600000009301,1,2,2,2,2,1,2,2,2,5,10000,4,8,3980,1,1,1,1,2,1,2,1,1,1,2,1,2,0,2,3980,545.794661052
2024,Western Cape,164101600000011001,1,1,2,2,2,2,2,2,2,1,8000,2,9,32258,1,3,1,1,1,1,1,1,1,1,2,2,6,32258,0,0,895.684238075
2024,Western Cape,165100330000003601,1,1,2,2,2,2,2,2,2,1,15000,3,10,6958,2,88,1,1,1,1,2,1,1,2,2,1,3,6958,0,0,1335.48354092
2024,Western Cape,165100330000007601,1,1,2,2,2,2,2,2,2,1,4000,3,8,2008,2,88,1,1,2,2,2,1,2,2,2,2,2,2008,0,0,1305.37027197
2024,Western Cape,165100330000015601,1,1,2,2,2,2,2,2,2,1,20000,4,10,21583,1,1,1,1,1,1,1,1,1,2,2,1,2,21583,0,0,933.492252242
2024,Western Cape,165100330000019601,1,1,2,2,2,2,2,2,2,1,8000,3,9,9475,2,88,1,1,2,1,2,1,1,2,2,2,2,9475,0,0,897.105687807
2024,Western Cape,165100330000023601,1,1,2,2,2,2,2,2,2,1,12000,3,10,12000,2,88,1,1,2,2,2,1,1,2,2,2,2,12000,0,0,1652.73376276
2024,Western Cape,165100330000027601,1,1,2,2,2,2,2,2,2,1,10000,1,8,4000,2,88,2,2,2,2,2,1,2,2,2,2,1,4000,0,0,1574.55942914
2024,Western Cape,165100510000001501,1,1,2,2,2,2,2,2,2,1,40000,1,10,13352,1,1,1,1,1,1,1,1,1,1,2,1,1,13352,0,0,1178.8717492
2024,Western Cape,165100510000003101,1,2,2,2,1,2,2,2,2,4,20000,3,11,20000,1,2,1,1,1,1,1,1,1,1,2,1,2,0,0,0,718.759990994
2024,Western Cape,165100510000004701,1,1,2,2,2,2,2,2,2,1,30000,3,11,26704,1,1,1,1,1,1,1,1,1,1,2,1,4,26704,0,0,977.112155397
2024,Western Cape,165100510000006301,1,2,2,2,1,2,2,2,2,4,20000,1,9,8000,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,1605.38958619
2024,Western Cape,165100510000007901,1,1,2,2,2,2,2,2,2,1,18000,2,10,13352,1,1,1,1,1,1,1,1,1,1,2,1,1,13352,0,0,1748.40477944
2024,Western Cape,165100510000009501,1,1,2,2,2,2,2,2,2,1,30000,2,10,21583,1,1,1,1,1,1,1,1,1,1,2,1,1,21583,0,0,1178.8717492
2024,Western Cape,165100510000011101,1,1,2,2,2,1,2,2,2,5,30000,1,10,12928,1,2,1,1,1,1,1,1,1,1,2,1,4,6958,3,5970,831.820076039
2024,Western Cape,165100640000000801,1,2,1,2,2,2,2,2,2,2,25000,5,9,9475,1,1,1,1,2,1,1,1,1,1,2,1,5,9475,0,0,1335.48354092
2024,Western Cape,165100640000000802,1,2,2,2,2,1,2,2,2,5,20000,1,7,1990,2,88,1,1,2,1,2,1,1,1,2,1,1,0,1,1990,674.061096101
2024,Western Cape,165100640000004201,1,1,2,2,2,2,2,2,2,1,20000,2,10,13352,1,1,1,1,1,1,1,1,1,1,2,1,1,13352,0,0,895.684238075
2024,Western Cape,165100640000007601,1,1,2,2,2,1,2,2,2,1,40000,2,10,20960,1,2,1,1,1,1,1,1,1,1,2,1,4,18950,1,2010,791.797781097
2024,Western Cape,165100640000011001,1,1,2,2,1,2,2,2,2,4,40000,2,10,28916,1,2,1,1,1,1,1,1,1,1,2,1,3,13916,0,0,791.797781097
2024,Western Cape,165100640000014401,1,1,2,2,2,2,2,2,2,1,20000,2,10,6958,2,88,1,1,1,1,1,1,1,1,2,1,2,6958,0,0,895.684238075
2024,Western Cape,165100640000017801,1,2,1,2,2,1,2,2,2,5,15000,2,9,5007,1,1,1,1,1,1,1,1,1,1,2,1,3,2997,1,2010,674.061096101
2024,Western Cape,165100790040000201,1,1,2,2,2,2,2,2,2,1,15000,2,9,8800,2,88,1,1,2,2,2,2,2,2,2,1,2,8800,0,0,1790.22208727
2024,Western Cape,165100790040000401,1,1,1,2,2,2,2,2,2,2,10000,2,8,4000,1,1,2,2,2,2,1,1,1,2,2,2,2,4000,0,0,2266.60630321
2024,Western Cape,165100790040000601,1,2,2,2,2,1,2,2,2,5,12000,1,6,960,2,88,1,1,2,2,2,1,1,2,2,1,3,0,2,960,2159.39578854
2024,Western Cape,165100790040000801,1,1,2,2,2,1,2,2,2,1,15000,2,9,20012,2,88,1,1,2,2,2,1,2,2,2,2,5,19532,1,480,1831.52028468
2024,Western Cape,165100790040001201,1,1,2,2,2,2,2,2,2,1,20000,1,9,10887,2,88,1,1,2,2,2,1,1,2,2,1,5,10887,0,0,1790.22208727
2024,Western Cape,165100790040001401,1,1,2,2,2,2,2,2,2,1,15000,2,9,10000,2,88,2,2,2,2,2,2,2,2,2,1,2,10000,0,0,2266.60630321
2024,Western Cape,165100790040001601,1,2,2,1,2,2,2,2,2,3,5000,2,5,1000,2,88,2,2,2,2,2,1,2,2,2,2,1,0,0,0,1831.52028468
2024,Western Cape,165101390000013901,1,1,2,2,2,2,2,2,2,1,40000,2,11,9999999,1,1,1,1,1,1,1,1,1,1,2,1,5,0,0,0,1728.72371727
2024,Western Cape,165101390000021801,1,1,2,2,2,1,2,2,2,1,20000,4,10,12787,1,1,1,1,2,1,1,1,1,1,2,2,7,10997,4,1790,1440.95760995
2024,Western Cape,165101390000029701,1,1,2,2,2,2,2,2,2,1,10000,2,8,4400,2,88,1,1,2,2,1,2,2,2,2,2,1,4400,0,0,1258.17746873
